,Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
158,,551.0,7.0,9.0,,,,47.0,,LEBANON:  BAYRUT (BEIRUT); EGYPT; IRAQ;SAUDI ARABIA,33.9,35.5,,7.3,10.0,,4.0,,,,,,4.0,,,,,,4.0,,,,,,4.0,,,,
159,,552.0,7.0,9.0,,,0.0,,,SYRIA:  HALAB (ALEPPO); TURKEY:  ANTAKYA (ANTIOCH),36.1,37.1,,,10.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
160,,553.0,7.0,9.0,,,0.0,,,LEBANON:  BAYRUT (BEIRUT),33.9,35.5,,,10.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
161,,554.0,8.0,15.0,,,,48.0,,GREECE: KOS,36.8,27.3,,7.0,,,3.0,,,,,,2.0,,2.0,,2.0,,3.0,,,,,,2.0,,2.0,,2.0
162,,555.0,8.0,15.0,,,,3785.0,,TURKEY:  ISTANBUL (CONSTANTINOPLE),41.04,28.98,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
163,,557.0,7.0,9.0,,,,,,TURKEY:  ANTAKYA (ANTIOCH),36.1,36.1,,,10.0,,,,,,,,3.0,,3.0,,,,,,,,,,3.0,,3.0,,
164,,557.0,10.0,14.0,,,,,,TURKEY:  MARMARA SEA,40.9,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,557.0,,,,,,2286.0,,TURKEY:  ISTANBUL (CONSTANTINOPLE),40.9,27.6,,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
166,,558.0,12.0,14.0,,,,49.0,,TURKEY,40.9,28.8,,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
167,,558.0,12.0,25.0,,,,,,ITALY:  ANCONA,43.6,13.5,,,10.0,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,
168,,565.0,,,,,0.0,,,TURKEY:  ANTAKYA (ANTIOCH),36.2,36.1,,,,30000.0,4.0,,,,,,,,,,,,,,,,,,,,,,
169,,567.0,,,,,0.0,,,BALKANS NW:  SLOVENIA,45.6,15.3,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
170,,579.0,,,,,0.0,,,TURKEY:  ANTAKYA (ANTIOCH),36.0,36.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
171,,581.0,7.0,9.0,,,0.0,,,TURKEY:  ANTAKYA (ANTIOCH),36.1,36.1,,,9.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
172,,587.0,9.0,30.0,,,,,,TURKEY:  ANTAKYA (ANTIOCH),36.25,36.1,,,9.0,60000.0,4.0,,,,,,4.0,,,,,60000.0,4.0,,,,,,4.0,,,,
173,,600.0,12.0,13.0,,,,,,CHINA:  SHAANXI PROVINCE,34.3,108.9,,,7.0,101.0,3.0,,,,,,2.0,,3.0,,,101.0,3.0,,,,,,2.0,,3.0,,
174,,614.0,,,,,0.0,,,ITALY,41.0,15.0,,,,1000.0,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
175,,634.0,,,,,0.0,,,IRAN:  TABRIZ,38.0,46.2,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
176,,649.0,9.0,12.0,,,,,,CHINA:  SHAANXI PROVINCE:  LINFEN,36.1,111.5,,5.5,7.0,50.0,1.0,,,,,,2.0,,2.0,,,50.0,1.0,,,,,,2.0,,2.0,,
177,,662.0,4.0,26.0,,,0.0,,,"IRAN:  QUMIS:  SEMNAN,DAMGHAN",35.3,54.0,,,,40000.0,4.0,,,,,,3.0,,,,,,,,,,,,,,,,
178,,664.0,9.0,12.0,,,0.0,,,SOUTH KOREA:  KYONGJU,35.5,129.1,,6.3,8.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
179,,678.0,,,,,0.0,,,IRAQ:  JAZIRAH:  BETWEEN TIGRIS AND THARTHAR RIVERS,35.0,43.5,,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
180,,684.0,11.0,29.0,,,,53.0,,JAPAN,32.5,134.0,,8.4,,,3.0,,,,,,3.0,,,,,,3.0,,,,,,3.0,,,,
181,,688.0,,,,,,,,TURKEY:  IZMIR,38.4,27.2,,,9.0,2000.0,4.0,,,,,,3.0,,,,,,,,,,,,,,,,
182,,701.0,5.0,12.0,,,,54.0,,JAPAN:  KYOTO PREFECTURE,35.7,135.4,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
183,,704.0,8.0,2.0,,,,55.0,,JAPAN:  KUMANONADA,33.8,136.7,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
184,,713.0,3.0,20.0,,,,,,TURKEY:  ANTAKYA (ANTIOCH),36.0,36.0,,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
185,,715.0,,,,,0.0,,,TURKEY:  IZNIK,40.4,28.9,,,9.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
186,,716.0,8.0,25.0,,,0.0,,,TURKEY:  ANTAKYA (ANTIOCH),36.0,36.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
187,,734.0,3.0,19.0,,,,,,CHINA:  GANSU PROVINCE:  TIANSHUI,34.6,105.6,,7.0,9.0,101.0,3.0,,,,,,2.0,,3.0,,,101.0,3.0,,,,,,2.0,,3.0,,
188,,735.0,6.0,21.0,,,0.0,,,ARMENIA:  BAYOTSDZOR,39.7,45.5,16.0,5.8,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
189,,740.0,10.0,26.0,,,,56.0,,TURKEY:  ISTANBUL (CONSTANTINOPLE),40.7,29.3,,7.3,9.0,,3.0,,,,,,3.0,,3.0,,,,3.0,,,,,,3.0,,3.0,,
190,,742.0,,,,,0.0,,,SYRIA;  ISRAEL; ASIA,35.0,38.0,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
191,,743.0,,,,,,,,IRAN:  EIVAN-E-KAY,35.3,52.2,,7.2,9.0,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,
192,,743.0,,,,,,,,RUSSIA:  CASPIAN SEA,42.1,48.2,20.0,5.5,7.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
193,,744.0,6.0,30.0,,,,57.0,,"JAPAN:  SHIMABARA, YATSUSHIRO, HIGO",32.4,130.5,,6.4,,,,,,,,,,,,,,1520.0,4.0,,,,,,2.0,470.0,3.0,,
194,,745.0,6.0,5.0,,,,,,JAPAN:  MINO,35.5,136.9,,7.9,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,
195,,745.0,6.0,9.0,,,,58.0,,JAPAN: OSAKA BAY,34.6,135.3,,6.5,,,,,,,,,,,,,,,3.0,,,,,,,,,,
196,,746.0,1.0,18.0,,,0.0,59.0,,"ISRAEL:  TEVERYA (TIBERIAS), ARIHA (JERICHO)",32.0,35.5,,7.0,11.0,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,
197,,748.0,8.0,31.0,,,,,,SYRIA:  DIMASHQ (DAMASCUS),33.5,36.3,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
198,,749.0,1.0,25.0,,,,,,IRAQ:  JAZIRAH:  NE OF THARTHAR RIVER,35.0,43.5,,,10.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
199,,758.0,,,,,0.0,,,ISRAEL:  PALESTINE; SYRIA:  HALAB; TURKEY:  ANTAKYA,31.2,34.2,,,7.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
200,,763.0,,,,,,,,IRAN:  KHURASAN,33.3,59.3,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
201,,766.0,7.0,20.0,,,,61.0,844.0,JAPAN:  N. KAGOSHIMA BAY,31.6,130.7,,6.5,,,,,,,,,,,,,,,3.0,,,,,,,,,,
202,,777.0,,,,,,,,"CHINA:  HEBEI PROVINCE:  SHULU, NINGJIN",37.8,115.2,,,8.0,200.0,3.0,,,,,,2.0,,3.0,,,200.0,3.0,,,,,,2.0,,3.0,,
203,,778.0,,,,,,,,CHINA:  HUNAN PROVINCE: HOANG KIN CHAN,28.1,111.4,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,
204,,778.0,,,,,,,,ITALY:  TREVISO,45.4,12.2,,5.6,,48.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
205,,780.0,,,,,0.0,,,SOUTH KOREA:  KYONGJU,35.5,129.1,,6.3,8.0,100.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,
206,,788.0,3.0,8.0,,,,,,"CHINA:  SHAANXI PROVINCE:  ANKANG, FANGXIAN",32.5,109.4,,6.5,8.0,,,,,,,,2.0,,3.0,,,,,,,,,,2.0,,3.0,,
207,,793.0,4.0,30.0,,,0.0,,,ITALY:  VERONA,45.5,11.0,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
208,,796.0,4.0,7.0,,,0.0,,,GREECE:  CRETE,35.0,25.0,100.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
209,,801.0,4.0,30.0,1.0,,0.0,,,ITALY:  ROMA (ROME),41.9,12.6,,,10.0,,,,,,,,4.0,,,,,,,,,,,,,,,,
210,,802.0,5.0,31.0,,,0.0,,,ITALY:  PADOVA,45.4,11.9,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
211,,803.0,12.0,19.0,,,,64.0,,TURKEY: GULF OF ISKENDERUN,36.95,35.6,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
212,,811.0,,,,,,,,UNITED KINGDOM:  SCOTLAND:  ST ANDREWS,56.3,-2.8,,,,1400.0,4.0,,,,,,3.0,,3.0,,3.0,1400.0,4.0,,,,,,3.0,,3.0,,
213,,814.0,4.0,2.0,,,,,,CHINA:  SICHUAN PROVINCE:  XICHANG,27.9,102.2,,7.0,,101.0,3.0,,,,,,1.0,,,,,101.0,3.0,,,,,,1.0,,,,
214,,818.0,5.0,15.0,,,,,,AFGHANISTAN; INDIA:  HINDU-KUSH; KAZAHKSTAN:  BALKHA,36.8,66.2,50.0,7.5,8.0,,3.0,,,,,,3.0,,,,,,3.0,,,,,,3.0,,,,
215,,818.0,8.0,,,,,66.0,,JAPAN:  TOKKAIDO,35.2,139.3,,7.9,,,3.0,,,,,,2.0,,,,,,3.0,,,,,,2.0,,,,
216,,820.0,8.0,19.0,,,,,,CHINA:  SHAANXI PROVINCE:  FAN CHONG,37.4,112.6,,,,20.0,1.0,,,,,,,,,,,20.0,1.0,,,,,,,,,,
217,,835.0,1.0,5.0,,,0.0,,,TURKEY:  ANTAKYA (ANTIOCH),36.0,36.0,,,9.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
218,,838.0,11.0,23.0,,,0.0,,,UZBEKISTAN:  FERGANA,40.4,71.3,,,,15000.0,4.0,,,,,,4.0,,,,,,,,,,,,,,,,
219,,842.0,10.0,24.0,,,,67.0,,UNITED KINGDOM:  CHANNEL ISLANDS; GAUL,49.5,-2.5,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
220,,844.0,9.0,18.0,,,0.0,,,SYRIA:  DIMASHQ (DAMASCUS); TURKEY:  ANTAKYA,33.5,36.3,,,8.0,50000.0,4.0,,,,,,4.0,,,,,,,,,,,,,,,,
221,,845.0,9.0,6.0,,,0.0,,,IRAQ:  AL-MAWSIL,36.2,43.1,,,,50000.0,4.0,,,,,,,,,,,,,,,,,,,,,,
222,,846.0,,,,,,,,TURKEY:  ANTAKYA; LEBANON:  HIMS; IRAQ:  MOSUL,36.1,36.1,,,8.0,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,
223,,847.0,6.0,,,,,,,"ITALY:  MOLISE, ISERNIA",41.6,14.2,,,10.0,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,
224,,847.0,11.0,24.0,,,,,,SYRIA:  DIMASHQ (DAMASCUS),33.5,36.3,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
225,,847.0,,,,,,,,IRAQ:  AL-MAWSIL,36.21,42.08,,,10.0,70000.0,4.0,,,,,,3.0,,,,,70000.0,4.0,,,,,,3.0,,,,
226,,850.0,7.0,15.0,,,,,,IRAN:  REY (RAY),35.3,51.2,,,,45000.0,4.0,,,,,,3.0,,,,,45000.0,4.0,,,,,,,,,,
227,,850.0,11.0,27.0,,,,69.0,,"JAPAN:  YOMAGATA, SHONAI",39.0,139.9,,7.0,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,
228,,851.0,,,,,,,,ARMENIA:  DVIN,40.0,44.6,10.0,5.2,8.0,12000.0,4.0,,,,,,,,,,,12000.0,4.0,,,,,,,,,,
229,,853.0,,,,,,,,ITALY:  BOIANO,41.5,14.5,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
230,,854.0,6.0,2.0,,,,,,"TUNISIA:  KAIROUAN, TUNIS",35.7,10.1,,,10.0,,,,,,,,3.0,,3.0,,,,,,,,,,3.0,,3.0,,
231,,854.0,,,,,,,,ARMENIA:  TOVIN,40.0,45.0,,,,2000.0,4.0,,,,,,3.0,,,,,2000.0,4.0,,,,,,3.0,,,,
232,,854.0,,,,,,,,"FRANCE:  CAMBRAI,TOURNAI,MAYENCE",50.1,3.1,,,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
233,,855.0,5.0,22.0,,,,,,IRAN:  REY (RAY),35.3,51.2,,,,,3.0,,,,,,3.0,,3.0,,,,3.0,,,,,,3.0,,3.0,,
234,,856.0,1.0,,,,,,,ARMENIA:  DVIN,40.0,44.6,10.0,4.5,8.0,,,,,,,,3.0,,3.0,,,,2.0,,,,,,3.0,,3.0,,
235,,856.0,12.0,3.0,,,,,,TUNISIA:  TUNIS,36.8,10.2,,,10.0,45000.0,4.0,,,,,,4.0,,,,,45000.0,4.0,,,,,,4.0,,,,
236,,856.0,12.0,22.0,,,,,,"IRAN:  DAMGHAN, QUMIS",36.2,54.3,,7.9,10.0,200000.0,4.0,,,,,,4.0,,4.0,,,200000.0,4.0,,,,,,4.0,,4.0,,
237,,856.0,12.0,,,,,,,"GREECE:  KORINTHOS,PATRAI (PATRAS)",37.9,22.9,,,,45000.0,4.0,,,,,,,,,,,45000.0,4.0,,,,,,,,,,
238,,857.0,4.0,,,,,,,EGYPT,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,2.0,,,,2.0
239,,858.0,1.0,,,,,,,TURKEY; ARMENIA:  DVINA,40.0,44.6,10.0,5.2,,12000.0,4.0,,,,,,3.0,,,,,,,,,,,,,,,,
240,,858.0,4.0,19.0,,,,,,IRAN:  TABRIZ,38.0,46.2,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
241,,859.0,4.0,8.0,,,,,,TURKEY:  ANTAKYA (ANTIOCH),36.0,36.0,,,11.0,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
242,,860.0,5.0,23.0,,,0.0,,,IRAQ:  BAGHDAD,33.0,44.5,,,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
243,,863.0,2.0,24.0,,,,,,IRAN:  REY (RAY),35.3,51.2,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
244,,863.0,4.0,,,,,,,TURKEY; ARMENIA:  DVINA,40.0,44.6,10.0,4.9,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,
245,,863.0,7.0,10.0,,,,72.0,,"JAPAN: NAOETSU, NIIGATA PREFECTURE",37.1,138.0,,7.0,,,3.0,,,,,,3.0,,3.0,,,,3.0,,,,,,3.0,,3.0,,
246,,863.0,,,,,,,,IRAN:  TABRIZ; ARMENIA:  JEREVAN (ERIVAN),38.0,46.2,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
247,,864.0,1.0,15.0,,,0.0,,,IRAN:  REY,35.3,51.2,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
248,,867.0,1.0,9.0,,,0.0,,,TURKEY,41.0,29.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
249,,869.0,7.0,13.0,,,,74.0,,JAPAN:  SANRIKU,38.5,143.8,,8.6,,,3.0,,,,,,4.0,,3.0,,,,4.0,,,,,,4.0,,3.0,,
250,,871.0,11.0,18.0,,,,,,IRAN:  SAIMAREH,33.2,47.2,,6.8,7.0,20000.0,4.0,,,,,,4.0,,4.0,,,20000.0,4.0,,,,,,4.0,,4.0,,
251,,876.0,7.0,14.0,,,,,,CHINA:  NINGXIA: QINGTONGXIA,37.8,105.9,,6.5,8.0,,3.0,,,,,,2.0,,2.0,,,,3.0,,,,,,2.0,,2.0,,
252,,881.0,5.0,26.0,,,,4282.0,,SPAIN; ALGERIA; MOROCCO,36.0,-8.0,,7.5,10.0,,,,,,,,3.0,,3.0,,3.0,,,,,,,,3.0,,3.0,,3.0
253,,885.0,11.0,27.0,,,,,,EGYPT:  AL-QAHIRAH (CAIRO),30.0,31.1,,,10.0,1000.0,3.0,,,,,,3.0,,3.0,,3.0,1000.0,3.0,,,,,,3.0,,3.0,,
254,,887.0,8.0,2.0,,,,76.0,,JAPAN:  HONSHU:  NIIGATA,37.5,138.1,,6.5,,,,,,,,,,,,,,2000.0,4.0,,,,,,,,,,
255,,887.0,8.0,26.0,,,,77.0,,JAPAN:  NANKAIDO,33.0,135.3,,8.6,,,2.0,,,,,,3.0,,3.0,,,,3.0,,,,,,3.0,,3.0,,
256,,891.0,,,,,0.0,,,IRAN:  ARDABIL,38.3,48.3,20.0,6.3,9.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
257,,893.0,12.0,24.0,,,,,,ARMENIA:  DVIN; IRAN:  ARDABIL,40.0,44.6,10.0,,10.0,150000.0,4.0,,,,,,4.0,,4.0,,,150000.0,4.0,,,,,,4.0,,4.0,,
258,,894.0,,,,,0.0,,,ITALY:  VERONA,45.3,11.0,,5.3,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,
259,,896.0,9.0,4.0,,,0.0,,,BALKANS NW:  MACEDONIA,41.7,22.9,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
260,,896.0,,,,,0.0,,,ITALY:  ROMA (ROME),41.9,12.6,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
261,,898.0,,,,,0.0,,,IRAN:  REY (RAY),35.3,51.2,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
262,,910.0,9.0,9.0,,,0.0,,,"IRAQ:  KUFAH,BAGHDAD",33.2,44.2,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
263,,912.0,4.0,,,,0.0,,,IRAN:  DINAVAR,34.6,47.8,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
264,,922.0,,,,,,79.0,,JAPAN:  KUMANONADA,33.8,136.7,,7.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
265,,942.0,6.0,,,,0.0,,,UZBEKISTAN:  BUKHARA,39.7,64.5,20.0,6.7,9.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
266,,942.0,9.0,15.0,,,,,,IRAN:  LADNESA,36.0,51.7,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
267,,943.0,8.0,20.0,,,,,,TURKMENISTAN:  NISA,38.0,58.3,,,,5000.0,4.0,,,,,,3.0,,,,,,,,,,,,,,,,
268,,951.0,,,,,0.0,,,"SYRIA:  HALAB (ALEPPO),RAHBA,DULUK; TURKEY: ANTAKYA",36.1,37.1,,,9.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
269,,953.0,8.0,20.0,,,0.0,,,TURKMENISTAN:  NISA,38.0,58.3,18.0,7.1,10.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
270,,956.0,4.0,15.0,,,0.0,,,IRAN:  HAMADAN,34.9,48.4,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,
271,,957.0,4.0,,,,,,,"IRAQ:  HALWAN; IRAN:  KEREND,QASR-E-SHIRIN",34.8,44.8,,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
272,,957.0,,,,,0.0,80.0,,"IRAN:  RAY, TALQAN",35.7,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,958.0,2.0,23.0,,,0.0,,,IRAN:  REY (RAY); AFGHANISTAN: TALQAN,35.3,51.2,,,,,3.0,,,,,,3.0,,,,,,3.0,,,,,,3.0,,,,
274,,958.0,3.0,,,,0.0,,,"IRAQ:  HALWAN,JALULA,KHANIKIN,BAGHDAD",33.2,44.2,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,
275,,963.0,7.0,22.0,,,,3429.0,,ITALY:  SICILY,38.0,15.0,,,11.0,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,
276,,972.0,,,,,0.0,,,TURKEY:  ANTAKYA (ANTIOCH); SYRIA,36.1,36.1,,,9.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
277,,977.0,8.0,19.0,,,0.0,,,IRAN:  TAHERI (SIRAF),27.4,52.2,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
278,,978.0,6.0,17.0,,,,,,IRAN:  TAHERI (SIRAF),27.7,52.3,,5.3,7.0,2000.0,4.0,,,,,,3.0,,3.0,,,2000.0,4.0,,,,,,3.0,,3.0,,
279,,985.0,2.0,10.0,,,0.0,,,ITALY:  BENEVENTO,41.1,14.8,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
280,,986.0,5.0,13.0,,,,,,IRAQ:  AL-MAWSIL (MOSUL),36.2,43.1,,,8.0,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
281,,990.0,,,,,0.0,,,ITALY:  BENEVENTO,41.1,14.8,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
282,,991.0,4.0,5.0,,,0.0,82.0,,SYRIA:  DIMASHQ (DAMASCUS),33.5,36.3,,,9.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
283,,999.0,8.0,23.0,,,,,,CHINA:  HUNAN PROVINCE,29.0,112.0,,,,,2.0,,,,,,2.0,,,,,,2.0,,,,,,2.0,,,,
284,,999.0,10.0,,,,,,,CHINA:  JIANGSU PROVINCE:   CHANGZHOU,31.8,119.9,,5.5,7.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
285,,1000.0,1.0,,,,,,,BALKANS NW:  SLOVENIA:  LJUBLJANA,46.0,14.5,,,8.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
286,,1000.0,4.0,30.0,,,,,,CHINA:  SHAANXI PROVINCE,35.0,110.0,,,,62.0,2.0,,,,,,1.0,,,,,62.0,2.0,,,,,,1.0,,,,
287,,1001.0,1.0,,,,,,,CHINA:  SHAANXI PROVINCE:  TSIN,34.3,109.0,,,,60.0,2.0,,,,,,,,,,,60.0,2.0,,,,,,,,,,
288,,1001.0,,,,,0.0,,,ITALY:  VERONA,45.3,11.0,,6.0,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,
289,,1003.0,,,,,0.0,,,FRANCE:  BURGUNDY,47.0,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
290,,1003.0,,,,,,,,"TURKEY:  KARS, DIGOR, ANI (ARMENIA)",40.5,43.3,20.0,4.2,7.0,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,
291,,1007.0,9.0,17.0,,,,,,"IRAN-IRAQ:  DINAVAR,BAGHDAD, TIGRIS-KTESIPHON",33.2,44.2,,,8.0,16000.0,4.0,,,,,,3.0,,,,,,,,,,,,,,,,
292,,1008.0,4.0,11.0,,,,3562.0,,IRAN-IRAQ:  DAINAWAR,27.665,52.348,,6.5,,16000.0,4.0,,,,,,4.0,,,,,16000.0,4.0,,,,,,4.0,,,,
293,,1010.0,3.0,9.0,,,0.0,,,TURKEY,41.0,29.5,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
294,,1013.0,,,,,,,,ICELAND:  SUDURLAND,64.0,-21.0,,,10.0,11.0,1.0,,,,,,,,,,,11.0,1.0,,,,,,,,,,
295,,1021.0,5.0,12.0,10.0,,0.0,,,SWITZERLAND,47.5,7.6,,,9.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
296,,1022.0,4.0,,,,,,,CHINA:  SHAANXI PROVINCE:  DATONG,39.8,113.1,,6.5,8.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,
297,,1026.0,6.0,16.0,,,,83.0,,"JAPAN:  OFF MASUDA, SHIMANE PREFECTURE",34.8,131.8,,7.5,,,,,,,,,,,,,,1001.0,4.0,,,,,,3.0,3000.0,4.0,,
298,,1033.0,12.0,5.0,,,,84.0,,"ISRAEL:  RAMALA, GAZA, NABLUS; EGYPT",33.0,35.0,,,10.0,70000.0,4.0,,,,,,3.0,,3.0,,,70000.0,4.0,,,,,,3.0,,3.0,,
299,,1036.0,7.0,,,,,,,NORTH KOREA:  KAESONG,37.6,126.3,,5.7,7.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
300,,1037.0,12.0,,,,,,,CHINA:  JIANGSU PROVINCE:  TAICHOU,32.0,119.0,,,,22391.0,4.0,,,,,,4.0,,,,,22391.0,4.0,,,,,,4.0,,,,
301,,1038.0,1.0,9.0,,,,,,"CHINA:  SHAANXI PROVINCE:  DINGXIANG, XINXIAN",38.4,112.9,,7.3,10.0,32300.0,4.0,,,,,,4.0,,,,,,,,,,,,,,,,
302,,1039.0,2.0,2.0,,,,87.0,,TURKEY:  ISTANBUL (CONSTANTINOPLE),38.4,27.3,,6.8,,,3.0,,,,,,2.0,,2.0,,2.0,,3.0,,,,,,2.0,,2.0,,
303,,1040.0,,,,,,,,TUNISIA:  AL-KAIRAWAN,35.7,10.0,,,11.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
304,,1042.0,8.0,21.0,,,,,,IRAN:  TABRIZ,38.0,46.2,,,,40000.0,4.0,,,,,,4.0,,,,,,,,,,,,,,,,
305,,1042.0,11.0,4.0,13.0,30.0,,,,IRAN:  TABRIZ,38.1,46.3,15.0,7.6,9.0,50000.0,4.0,,,,,,4.0,,,,,50000.0,4.0,,,,,,4.0,,,,
306,,1045.0,,,,,0.0,,,TURKEY,39.7,39.5,,,9.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
307,,1046.0,,,,,0.0,,,TURKEY:  ANI (ARMENIA),40.5,43.5,15.0,5.5,8.0,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
308,,1048.0,,,,,,,,UNITED KINGDOM:  BRITIAN,52.0,0.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
309,,1052.0,3.0,,,,,,,"IRAN:  KHORASAN:  BAIHAQ, NISHAPUR",36.0,58.8,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
310,,1052.0,,,,,,,,IRAN:  KHUZESTAN:  ARRJAN,30.6,50.3,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
311,,1057.0,,,,,,,,CHINA:  BEIJING,39.7,116.3,,6.8,9.0,25000.0,4.0,,,,,,4.0,,,,,25000.0,4.0,,,,,,4.0,,,,
312,,1058.0,12.0,8.0,15.0,,,,,"IRAQ:  MOSUL, KIRKUK, HAMADAN, TIKRIT, WASIT, AMAH",34.3,44.7,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
313,,1063.0,7.0,,,,0.0,,,"LEBANON:  TARABULUS (TRIPOLIS), TYRE; TURKEY; IRAQ",34.3,35.5,,,8.0,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
