,Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
5837,,2013.0,10.0,22.0,5.0,40.0,1.0,,,INDONESIA:  BANDA ACEH,5.103,95.971,10.0,5.5,5.0,1.0,1.0,,,2.0,1.0,,1.0,,,160.0,3.0,1.0,1.0,,,2.0,1.0,,1.0,,,160.0,3.0
5838,,2013.0,10.0,25.0,17.0,10.0,0.0,5533.0,,JAPAN:  HONSHU:  E COAST,37.2,144.6,10.0,7.1,4.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,
5839,,2013.0,11.0,10.0,5.0,16.0,36.0,,,TAJIKISTAN:  VAHDAT,38.41,68.89,23.0,5.2,4.0,,,,,,,,2.0,104.0,3.0,256.0,3.0,,,,,,,,2.0,104.0,3.0,256.0,3.0
5840,,2013.0,11.0,17.0,9.0,4.0,53.0,5534.0,,SCOTIA SEA:  SOUTH ORKNEY ISLANDS,-60.273999999999994,-46.401,10.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,
5841,,2013.0,11.0,22.0,22.0,4.0,4.0,,,CHINA:  JILIN PROVINCE:  SONGYUAN,44.599,124.16799999999999,10.0,5.3,,,,,,,,,2.0,,,5300.0,4.0,,,,,,,,2.0,,,5300.0,4.0
5842,,2013.0,11.0,28.0,13.0,51.0,51.0,,,IRAN:  BORAZJAN,29.275,51.313,4.0,5.7,4.0,8.0,1.0,,,200.0,3.0,,2.0,250.0,3.0,,1.0,8.0,1.0,,,200.0,3.0,,2.0,250.0,3.0,,1.0
5843,,2014.0,1.0,2.0,3.0,13.0,57.0,,,IRAN:  BASTAK,27.15,54.448,8.0,5.3,,1.0,1.0,,,30.0,1.0,,1.0,,,,3.0,1.0,1.0,,,30.0,1.0,,1.0,,,,3.0
5844,,2014.0,1.0,5.0,3.0,36.0,59.0,,,COLOMBIA:  SIPI,4.5569999999999995,-76.64399999999999,54.0,5.6,5.0,,,,,,,,2.0,,,121.0,3.0,,,,,,,,2.0,,,121.0,3.0
5845,,2014.0,1.0,13.0,4.0,1.0,24.0,,,PUERTO RICO,19.043,-66.81,20.0,6.4,5.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
5846,,2014.0,1.0,20.0,2.0,52.0,35.0,,,"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI",-40.66,175.81400000000002,28.0,6.1,7.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0
5847,,2014.0,1.0,25.0,5.0,14.0,51.0,,,INDONESIA:  JAVA:  BANYUMAS,-7.986000000000001,109.265,66.0,6.1,5.0,,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,1.0,1.0,1.0,,2.0
5848,,2014.0,1.0,26.0,13.0,55.0,21.0,,,GREECE:  KEFALONIA,38.208,20.453,8.0,6.1,7.0,,,,,6.0,1.0,178.0,4.0,,,,1.0,,,,,6.0,1.0,178.0,4.0,,,,1.0
5849,,2014.0,2.0,2.0,14.0,26.0,51.0,,,IRAN:  GOHARAN,26.589000000000002,57.74100000000001,10.0,5.3,,,,,,,,,1.0,,,,3.0,,,,,,,,1.0,,,,3.0
5850,,2014.0,2.0,3.0,3.0,8.0,29.0,,,GREECE:  KEFALONIA:  LIXOURION,38.244,20.379,4.0,6.0,3.0,,,,,16.0,1.0,,1.0,,,,1.0,,,,,16.0,1.0,,1.0,,,,1.0
5851,,2014.0,2.0,9.0,2.0,16.0,49.0,,,OKLAHOMA:  GUTHRIE,35.937,-97.271,5.0,4.1,4.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
5852,,2014.0,2.0,12.0,9.0,19.0,6.0,,,CHINA:  XINJIANG PROVINCE:  YUTIAN,35.905,82.586,10.0,6.9,,,,,,,,,3.0,67.0,2.0,1001.0,4.0,,,,,,,,3.0,67.0,2.0,1001.0,4.0
5853,,2014.0,2.0,26.0,0.0,1.0,29.0,,,AUSTRALIA:  KALGOORLIE,-30.686,121.33200000000001,1.0,4.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
5854,,2014.0,3.0,13.0,17.0,7.0,17.0,,,JAPAN:  SOUTHWESTERN,33.684,131.825,79.0,6.3,5.0,,,,,18.0,1.0,,1.0,,,,,,,,,18.0,1.0,,1.0,,,,
5855,,2014.0,3.0,16.0,21.0,16.0,0.0,5555.0,,CHILE:  IQUIQUE,-19.965,-70.814,21.0,6.7,6.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
5856,,2014.0,3.0,29.0,4.0,10.0,12.0,,,"CALIFORNIA:  LA HABRA, BREA, FULLERTON",33.863,-117.835,4.0,5.1,6.0,,,,,,1.0,10.8,3.0,,,20.0,1.0,,,,,,1.0,10.8,3.0,,,20.0,1.0
5857,,2014.0,4.0,1.0,23.0,46.0,26.0,5557.0,,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",-19.61,-70.76899999999999,25.0,8.2,8.0,7.0,1.0,,,,,100.0,4.0,,,2600.0,4.0,7.0,1.0,,,,,100.0,4.0,,,2600.0,4.0
5858,,2014.0,4.0,3.0,2.0,43.0,11.0,5558.0,,CHILE:  NORTHERN:  IQUIQUE,-20.570999999999998,-70.493,22.0,7.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,
5859,,2014.0,4.0,4.0,22.0,40.0,44.0,,,CHINA:  YUNNAN PROVINCE:  XILUODU,28.174,103.619,25.0,5.4,,,,,,21.0,1.0,,2.0,75.0,2.0,2700.0,4.0,,,,,21.0,1.0,,2.0,75.0,2.0,2700.0,4.0
5860,,2014.0,4.0,10.0,23.0,27.0,6.0,,,"NICARAGUA:  NAGAROTE, MANAGUA",12.402999999999999,-86.37799999999999,13.0,6.1,,2.0,1.0,,,250.0,3.0,3.0,2.0,168.0,3.0,2210.0,4.0,2.0,1.0,,,250.0,3.0,3.0,2.0,168.0,3.0,2210.0,4.0
5861,,2014.0,4.0,11.0,7.0,7.0,13.0,,,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.586,155.049,61.0,7.1,,1.0,1.0,,,,,,1.0,51.0,2.0,,,1.0,1.0,,,,,,1.0,51.0,2.0,,
5862,,2014.0,4.0,12.0,20.0,14.0,3.0,5559.0,,SOLOMON ISLANDS,-11.27,162.148,23.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
5863,,2014.0,4.0,13.0,12.0,36.0,23.0,5560.0,,SOLOMON ISLANDS,-11.463,162.05100000000002,39.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,
5864,,2014.0,4.0,14.0,5.0,7.0,12.0,,,"NICARAGUA:  MANAGUA, CIUDAD SANDINO",12.151,-86.281,10.0,5.2,,,,,,,1.0,,1.0,7.0,1.0,,,,,,,,1.0,,1.0,7.0,1.0,,
5865,,2014.0,4.0,18.0,14.0,28.0,32.0,5563.0,,MEXICO:  GUERRERO; MEXICO CITY,17.397000000000002,-100.97200000000001,24.0,7.2,6.0,,,,,,,,1.0,,,127.0,2.0,,,,,,,,1.0,,,127.0,2.0
5866,,2014.0,4.0,19.0,13.0,29.0,21.0,5564.0,,PAPUA NEW GUINEA:  SOLOMON SEA,-6.755,155.024,43.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
5867,,2014.0,5.0,5.0,11.0,8.0,42.0,,,THAILAND:  CHIANG RAI,19.656,99.67,6.0,6.1,5.0,1.0,1.0,,,32.0,1.0,62.0,4.0,20.0,1.0,,3.0,1.0,1.0,,,32.0,1.0,62.0,4.0,20.0,1.0,,3.0
5868,,2014.0,5.0,8.0,17.0,1.0,21.0,,,MEXICO:  TECPAN,17.235,-100.74600000000001,17.0,6.4,5.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0
5869,,2014.0,5.0,8.0,22.0,52.0,23.0,,,PAKISTAN:  NAWABSHAH,26.386999999999997,68.358,15.0,4.5,,2.0,1.0,,,70.0,2.0,,1.0,,2.0,,,2.0,1.0,,,70.0,2.0,,1.0,,2.0,,
5870,,2014.0,5.0,17.0,16.0,46.0,4.0,,,GERMANY:  HESSE,49.799,8.69,5.0,3.6,4.0,,,,,,,1.36,2.0,,,70.0,2.0,,,,,,,1.36,2.0,,,70.0,2.0
5871,,2014.0,5.0,19.0,0.0,59.0,6.0,,,ALBANIA:  BELSH,41.115,19.777,10.0,5.0,4.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0
5872,,2014.0,5.0,24.0,9.0,25.0,5.0,,,"GREECE, TURKEY",40.24,25.33,23.0,6.9,6.0,3.0,1.0,,,266.0,3.0,450.0,4.0,,,,2.0,3.0,1.0,,,266.0,3.0,4500.0,4.0,,,,2.0
5873,,2014.0,5.0,30.0,1.0,20.0,17.0,,,CHINA:  YUNNAN PROVINCE:  YINGJIANG,25.0,97.845,10.0,5.9,,,,,,45.0,1.0,,4.0,3390.0,4.0,18000.0,4.0,,,,,45.0,1.0,,4.0,3390.0,4.0,18000.0,4.0
5874,,2014.0,6.0,23.0,19.0,20.0,34.0,5572.0,,KERMADEC ISLANDS: SSE OF RAOUL ISLAND,-29.976999999999997,-177.725,20.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,
5875,,2014.0,6.0,23.0,20.0,53.0,7.0,5571.0,,ALASKA:  ALEUTIAN ISLANDS,51.849,178.735,109.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,
5876,,2014.0,7.0,7.0,11.0,23.0,7.0,,,MEXICO; GUATEMALA:  SAN MARCOS,14.728,-92.57799999999999,67.0,6.9,5.0,3.0,1.0,,,33.0,1.0,,1.0,,1.0,50.0,1.0,3.0,1.0,,,33.0,1.0,,1.0,,1.0,50.0,1.0
5877,,2014.0,7.0,11.0,19.0,23.0,22.0,5574.0,,JAPAN:  SANRIKU,37.005,142.453,20.0,6.5,5.0,,,,,3.0,1.0,,,,,,,,,,,3.0,1.0,,,,,,
5878,,2014.0,7.0,15.0,9.0,8.0,56.0,,,OKLAHOMA:  HARRAH,35.524,-97.146,5.0,3.9,5.0,,,,,,,,2.0,,,,2.0,,,,,,,,2.0,,,,2.0
5879,,2014.0,7.0,25.0,10.0,55.0,12.0,5575.0,,ALASKA:  SOUTHEASTERN,58.306000000000004,-136.96,10.0,6.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,
5880,,2014.0,7.0,29.0,10.0,46.0,7.0,,,MEXICO:  OAXACA,17.682000000000002,-95.65299999999999,107.0,6.3,5.0,1.0,1.0,,,1.0,1.0,,2.0,,,,2.0,1.0,1.0,,,1.0,1.0,,2.0,,,,2.0
5881,,2014.0,8.0,1.0,4.0,11.0,4.0,,,ALGERIA:  ALGIERS,36.841,3.301,30.0,5.5,6.0,6.0,1.0,,,420.0,3.0,,,,,,,6.0,1.0,,,420.0,3.0,,,,,,
5882,,2014.0,8.0,3.0,8.0,30.0,57.0,,,"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG",27.189,103.40899999999999,12.0,6.2,,615.0,3.0,114.0,3.0,3143.0,4.0,,3.0,25800.0,4.0,160400.0,4.0,615.0,3.0,114.0,3.0,3143.0,4.0,,3.0,25800.0,4.0,160400.0,4.0
5883,,2014.0,8.0,5.0,10.0,23.0,38.0,,,SOUTH AFRICA:  ORKNEY,-26.99,26.705,5.0,5.5,6.0,1.0,1.0,,,17.0,1.0,,2.0,13.0,1.0,1433.0,4.0,1.0,1.0,,,17.0,1.0,,2.0,13.0,1.0,1433.0,4.0
5884,,2014.0,8.0,12.0,19.0,58.0,13.0,,,ECUADOR:  QUITO,-0.018000000000000002,-78.322,12.0,5.1,5.0,2.0,1.0,,,8.0,1.0,,1.0,,,89.0,2.0,2.0,1.0,,,8.0,1.0,,1.0,,,89.0,2.0
5885,,2014.0,8.0,16.0,22.0,8.0,4.0,,,CHINA:  YUNNAN PROVINCE:  YONGSHAN,28.125,103.546,10.0,5.0,2.0,,,,,6.0,1.0,,1.0,,,337.0,3.0,,,,,6.0,1.0,,1.0,,,337.0,3.0
5886,,2014.0,8.0,18.0,2.0,32.0,2.0,,,IRAN:  ILAM PROVINCE:  ABDANAN,32.663000000000004,47.673,6.0,6.2,3.0,,,,,330.0,2.0,,1.0,2700.0,4.0,17000.0,4.0,,,,,330.0,2.0,,4.0,2700.0,4.0,17000.0,4.0
5887,,2014.0,8.0,24.0,10.0,20.0,6.0,,,"CALIFORNIA:  NAPA, VALLEJO",38.216,-122.31200000000001,11.0,6.1,8.0,1.0,1.0,,,257.0,3.0,700.0,4.0,160.0,3.0,1034.0,4.0,1.0,1.0,,,257.0,3.0,700.0,4.0,160.0,3.0,1034.0,4.0
5888,,2014.0,9.0,20.0,4.0,26.0,52.0,,,PHILIPPINES:  BARANGAY LUAYON,6.864,125.23299999999999,26.0,5.2,5.0,,,,,1.0,1.0,,1.0,15.0,1.0,67.0,2.0,,,,,1.0,1.0,,1.0,15.0,1.0,67.0,2.0
5889,,2014.0,9.0,28.0,2.0,35.0,19.0,,,PERU:  PARURO PROVINCE,-13.843,-71.695,10.0,5.1,7.0,8.0,1.0,,,6.0,1.0,,1.0,106.0,3.0,,3.0,8.0,1.0,,,6.0,1.0,,1.0,106.0,3.0,,3.0
5890,,2014.0,10.0,7.0,13.0,50.0,12.0,,,CHINA:   YUNNAN PROVINCE:  YONGPING,23.383000000000003,100.47,9.0,6.1,,1.0,1.0,,,323.0,3.0,,1.0,,1.0,,,1.0,1.0,,,323.0,3.0,,1.0,,1.0,,
5891,,2014.0,10.0,9.0,2.0,14.0,44.0,5577.0,,CHILE: EASTER ISLAND REGION,-32.108000000000004,-110.811,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
5892,,2014.0,10.0,14.0,3.0,51.0,46.0,5607.0,,EL SALVADOR:  GULF OF FONSECA,12.526,-88.12299999999999,40.0,7.3,7.0,1.0,1.0,,,,,,1.0,5.0,1.0,41.0,1.0,1.0,1.0,,,,,,1.0,5.0,1.0,41.0,1.0
5893,,2014.0,11.0,15.0,2.0,32.0,12.0,5578.0,,INDONESIA:  N. MOLUCCAS ISLANDS,1.893,126.522,45.0,7.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,
5894,,2014.0,11.0,22.0,8.0,55.0,58.0,,,CHINA:  SICHUAN PROVINCE:  GARZE,30.34,101.73700000000001,9.0,5.9,3.0,5.0,1.0,,,65.0,2.0,,3.0,30.0,1.0,27400.0,4.0,5.0,1.0,,,65.0,2.0,,3.0,30.0,1.0,27400.0,4.0
5895,,2014.0,11.0,22.0,13.0,8.0,42.0,,,"JAPAN:  NAGANO:  HAKUBA, OTARI",36.641,137.888,9.0,6.2,9.0,,,,,45.0,1.0,,1.0,50.0,1.0,,2.0,,,,,45.0,1.0,,1.0,50.0,1.0,,2.0
5896,,2014.0,12.0,6.0,10.0,20.0,52.0,,,CHINA:  YUNNAN PROVINCE:  YONGPING,23.358,100.53299999999999,10.0,5.6,,1.0,1.0,,,15.0,1.0,,2.0,434.0,3.0,17000.0,4.0,1.0,1.0,,,15.0,1.0,,2.0,434.0,3.0,17000.0,4.0
5897,,2014.0,12.0,23.0,8.0,0.0,8.0,,,ALGERIA:  BLIDA,36.492,3.025,7.0,4.9,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,1.0
5898,,2015.0,1.0,14.0,5.0,22.0,23.0,,,CHINA:  SICHUAN PROVINCE:  LESHAN,29.353,103.199,10.0,5.3,6.0,,,,,11.0,1.0,,2.0,,,2000.0,4.0,,,,,11.0,1.0,,2.0,,,2000.0,4.0
5899,,2015.0,2.0,16.0,23.0,6.0,27.0,5580.0,,JAPAN:  HONSHU,39.856,142.881,23.0,6.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,
5900,,2015.0,2.0,19.0,13.0,19.0,21.0,5582.0,,VANUATU ISLANDS,-16.430999999999997,168.148,10.0,6.4,5.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0
5901,,2015.0,2.0,20.0,22.0,37.0,28.0,,,CHINA:  YUNNAN PROVINCE,23.01,101.755,10.0,4.5,,,,,,,,,1.0,,,276.0,3.0,,,,,,,,1.0,,,276.0,3.0
5902,,2015.0,2.0,21.0,21.0,21.0,8.0,,,BALKANS NW:  BOSNIA-HERZEGOVINA:,44.534,18.934,7.0,3.6,,4.0,1.0,,,1.0,1.0,,,,,,,4.0,1.0,,,1.0,1.0,,,,,,
5903,,2015.0,2.0,22.0,6.0,43.0,14.0,,,CHINA:  XINJIANG PROVINCE:  SHAWAN,44.133,85.568,12.0,5.1,,,,,,,,14.65,3.0,,,1728.0,4.0,,,,,,,14.65,3.0,,,1728.0,4.0
5904,,2015.0,2.0,26.0,21.0,59.0,14.0,,,PAKISTAN:  BATTAGRAM,34.671,73.278,30.0,5.4,4.0,,,,,5.0,1.0,,1.0,,,2.0,1.0,,,,,5.0,1.0,,1.0,,,2.0,1.0
5905,,2015.0,2.0,28.0,20.0,10.0,56.0,,,PERU:  AREQUIPA:  CAYLLOMA:  CABANACONDE,-15.693,-71.934,10.0,4.5,3.0,,,,,,,,2.0,64.0,2.0,500.0,3.0,,,,,,,,2.0,64.0,2.0,500.0,3.0
5906,,2015.0,3.0,1.0,10.0,24.0,5.0,,,"CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA",23.5,98.9,11.0,5.5,,,,,,39.0,1.0,,3.0,220.0,3.0,15800.0,4.0,,,,,39.0,1.0,,3.0,220.0,3.0,15800.0,4.0
5907,,2015.0,3.0,8.0,20.0,47.0,4.0,,,BALKANS NW: SERBIA:  KOSJERIC,44.088,19.861,20.0,4.4,4.0,,,,,,,,1.0,,,100.0,2.0,,,,,,,,1.0,,,100.0,2.0
5908,,2015.0,3.0,10.0,20.0,55.0,2.0,,,"COLOMBIA:  ANTIOQUIA, SANTANDER",6.8,-73.01,184.0,6.2,5.0,,,,,,,,3.0,180.0,3.0,2167.0,4.0,,,,,,,,3.0,180.0,3.0,2167.0,4.0
5909,,2015.0,3.0,14.0,6.0,14.0,38.0,,,CHINA:  ANHUI PROVINCE:  FUYANG,33.15,115.8,10.0,4.6,,2.0,1.0,,,13.0,1.0,,2.0,155.0,3.0,11079.0,4.0,2.0,1.0,,,13.0,1.0,,2.0,155.0,3.0,11079.0,4.0
5910,,2015.0,3.0,29.0,23.0,48.0,1.0,5581.0,,PAPUA NEW GUINEA,-4.729,152.562,41.0,7.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,
5911,,2015.0,4.0,20.0,1.0,42.0,38.0,,,TAIWAN:  TAIPEI,24.203000000000003,122.316,29.0,6.4,4.0,1.0,1.0,,,1.0,1.0,,1.0,,,19.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,19.0,1.0
5912,,2015.0,4.0,25.0,6.0,12.0,35.0,,,NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH,28.230999999999998,84.73100000000001,8.0,7.8,8.0,8200.0,4.0,366.0,3.0,17866.0,4.0,10000.0,4.0,299588.0,4.0,269107.0,4.0,8200.0,4.0,366.0,3.0,17866.0,4.0,10000.0,4.0,299588.0,4.0,269107.0,4.0
5913,,2015.0,5.0,2.0,16.0,51.0,39.0,5584.0,,JAPAN:  HONSHU:  S. OF,31.529,140.213,10.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,
5914,,2015.0,5.0,5.0,1.0,44.0,38.0,5583.0,,PAPUA NEW GUINEA,-5.462000000000001,151.875,55.0,7.5,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0
5915,,2015.0,5.0,12.0,7.0,6.0,13.0,,,NEPAL:   DOLAKHA,27.809,86.066,15.0,7.3,7.0,117.0,3.0,,,2800.0,4.0,,2.0,,2.0,,,117.0,3.0,,,2800.0,4.0,,2.0,,2.0,,
5916,,2015.0,5.0,30.0,11.0,23.0,11.0,,,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.839000000000002,140.493,664.0,7.8,6.0,,,,,12.0,1.0,,,,,,,,,,,12.0,1.0,,,,,,
5917,,2015.0,6.0,4.0,23.0,16.0,31.0,,,"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",5.987,116.541,10.0,6.0,6.0,18.0,1.0,,,,2.0,,1.0,,,23.0,1.0,18.0,1.0,,,,2.0,,1.0,,,23.0,1.0
5918,,2015.0,6.0,28.0,1.0,5.0,56.0,,,INDIA:  KOKRAJHAR,26.638,90.41,26.0,5.3,,,,,,2.0,1.0,,,,,,3.0,,,,,2.0,1.0,,1.0,,,,3.0
5919,,2015.0,7.0,3.0,1.0,7.0,1.0,,,CHINA:  S. XINJIANG:  HOTAN,37.6,78.2,10.0,6.4,,3.0,1.0,,,263.0,3.0,,3.0,3000.0,4.0,,,3.0,1.0,,,263.0,3.0,,3.0,3000.0,4.0,,
5920,,2015.0,7.0,3.0,6.0,43.0,54.0,,,PHILIPPINES:  MINDANAO,10.169,125.891,32.0,6.1,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
5921,,2015.0,7.0,10.0,4.0,12.0,54.0,5589.0,,SOLOMON ISLANDS,-9.307,158.403,12.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,
5922,,2015.0,7.0,18.0,2.0,28.0,22.0,5588.0,,SOLOMON ISLANDS,-10.401,165.141,11.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
5923,,2015.0,7.0,24.0,20.0,59.0,12.0,,,PAKISTAN:  ABBOTTABAD,33.856,73.193,17.0,5.1,5.0,3.0,1.0,,,1.0,1.0,,1.0,3.0,1.0,,,3.0,1.0,,,1.0,1.0,,1.0,3.0,1.0,,
5924,,2015.0,7.0,27.0,4.0,49.0,0.0,5591.0,,ALASKA,52.214,-169.399,23.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,
5925,,2015.0,7.0,27.0,21.0,42.0,11.0,,,INDONESIA:  PAPUA,-2.6289999999999996,138.528,48.0,7.0,5.0,1.0,1.0,,,,,,1.0,1.0,1.0,6.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,6.0,1.0
5926,,2015.0,7.0,29.0,0.0,11.0,6.0,,,COLOMBIA-PANAMA:  COLOMBIA:  UNGUIA,8.231,-77.315,12.0,5.9,3.0,,,,,6.0,1.0,,1.0,,,45.0,1.0,,,,,6.0,1.0,,1.0,,,45.0,1.0
5927,,2015.0,8.0,7.0,1.0,25.0,54.0,,,RWANDA:  BUKAVU,-2.141,28.897,11.0,5.8,4.0,3.0,1.0,,,30.0,1.0,,,,,,,3.0,1.0,,,30.0,1.0,,,,,,
5928,,2015.0,8.0,9.0,7.0,5.0,38.0,,,EL SALVADOR:  ALEGRIA,13.668,-88.478,10.0,4.5,4.0,,,,,4.0,1.0,,2.0,,,92.0,2.0,,,,,4.0,1.0,,2.0,,,92.0,2.0
5929,,2015.0,9.0,16.0,22.0,55.0,26.0,5590.0,,CHILE:  CENTRAL,-31.573,-71.67399999999999,22.0,8.3,9.0,7.0,1.0,1.0,1.0,14.0,1.0,600.0,4.0,2305.0,4.0,10044.0,4.0,15.0,1.0,1.0,1.0,14.0,1.0,600.0,4.0,2305.0,4.0,10044.0,4.0
5930,,2015.0,9.0,24.0,15.0,53.0,0.0,,,INDONESIA:  SORONG,-0.59,131.27,10.0,6.6,5.0,,,,,62.0,2.0,,2.0,,,260.0,3.0,,,,,62.0,2.0,,2.0,,,260.0,3.0
5931,,2015.0,10.0,17.0,11.0,33.0,0.0,,,ARGENTINA:  GALPON,-25.441999999999997,-64.632,33.0,5.8,7.0,2.0,1.0,,,30.0,1.0,,1.0,15.0,1.0,,,2.0,1.0,,,30.0,1.0,,1.0,15.0,1.0,,
5932,,2015.0,10.0,26.0,9.0,9.0,56.0,,,AFGHANISTAN: HINDU KUSH,36.524,70.368,231.0,7.5,7.0,399.0,3.0,,,1770.0,4.0,109.0,4.0,29230.0,4.0,79893.0,4.0,399.0,3.0,,,1770.0,4.0,109.0,4.0,29230.0,4.0,79893.0,4.0
5933,,2015.0,11.0,4.0,3.0,44.0,19.0,,,INDONESIA:  EAST NUSA TENGGARA:  ALOR,-8.338,124.875,20.0,6.5,5.0,,,,,,,9.0,3.0,,,1468.0,4.0,,,,,,,9.0,3.0,,,1468.0,4.0
5934,,2015.0,11.0,7.0,6.0,58.0,30.0,,,VENEZUELA:  MERIDA,8.477,-71.365,14.0,5.3,,1.0,1.0,,,,,,1.0,33.0,1.0,83.0,2.0,1.0,1.0,,,,,,1.0,33.0,1.0,83.0,2.0
5935,,2015.0,11.0,11.0,1.0,54.0,37.0,5592.0,,CHILE:  LA SERENA,-29.439,-72.105,10.0,6.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,
5936,,2015.0,11.0,13.0,20.0,51.0,3.0,5593.0,,JAPAN:  KYUSYU ISLAND,31.000999999999998,128.873,12.0,6.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,
5937,,2015.0,11.0,17.0,7.0,10.0,3.0,5594.0,,"GREECE:  LEFKADA, KEFALONIA, ITHACA",38.67,20.6,11.0,6.5,,2.0,1.0,,,4.0,1.0,,2.0,1.0,1.0,,2.0,2.0,1.0,,,4.0,1.0,,2.0,1.0,1.0,,2.0
5938,,2015.0,11.0,17.0,17.0,29.0,29.0,,,KYRGYZSTAN: OSH,40.376,73.204,18.0,5.6,5.0,,,,,,,,2.0,200.0,3.0,800.0,3.0,,,,,,,,2.0,200.0,3.0,800.0,3.0
5939,,2015.0,11.0,18.0,18.0,31.0,57.0,5722.0,,SOLOMON ISLANDS,-8.899,158.422,13.0,6.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,
5940,,2015.0,11.0,22.0,20.0,38.0,5.0,,,VENEZUELA:  MERIDA,8.48,-71.42,5.0,5.1,4.0,1.0,1.0,,,3.0,1.0,,1.0,,,6.0,1.0,1.0,1.0,,,3.0,1.0,,1.0,,,6.0,1.0
5941,,2015.0,11.0,24.0,22.0,45.0,0.0,,,PERU-BRAZIL,-10.77,-71.41,636.0,7.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,
5942,,2015.0,11.0,24.0,22.0,50.0,0.0,,,PERU-BRAZIL,-10.07,-70.98,606.0,7.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,
5943,,2015.0,12.0,7.0,7.0,51.0,35.0,,,TAJIKISTAN,38.211,72.78,22.0,7.2,3.0,2.0,1.0,,,,3.0,5.0,2.0,500.0,3.0,,3.0,2.0,1.0,,,,3.0,5.0,2.0,500.0,3.0,,3.0
5944,,2015.0,12.0,17.0,19.0,49.0,5.0,,,MEXICO:  COCOTITLAN,15.802,-93.633,85.0,6.6,5.0,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,
5945,,2015.0,12.0,25.0,19.0,14.0,19.0,,,AFGHANISTAN; PAKISTAN,36.494,71.126,206.0,6.3,5.0,4.0,1.0,,,97.0,2.0,,1.0,,1.0,,1.0,4.0,1.0,,,97.0,2.0,,1.0,,1.0,,1.0
5946,,2016.0,1.0,3.0,23.0,5.0,27.0,,,INDIA:  IMPAHL,24.804000000000002,93.65100000000001,55.0,6.7,7.0,13.0,1.0,,,100.0,2.0,75.0,4.0,,,,2.0,13.0,1.0,,,100.0,2.0,75.0,4.0,,,,2.0
